catalog_number	plate_location	rack_number	apex_cas_number	apex_item_name	apex_molecular_weight	apex_molecular_formula	apex_smiles	apex_valid_smiles	failed_cas_number	failed_item_name	failed_smiles	super_parent_smiles	super_parent_exact_mass	super_parent_molecular_weight	super_parent_molecular_formula	pubchem_cid
N2060	G06	5	16561-29-8	12-O-tetradecanoyl phorbol-13-acetate	616.83	C36H56O8	CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C	True	False	False	False	CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O	616.3975187519999	616.8360000000004	C36H56O8	27924
N2075	G07	5	59-30-3	Folic acid	441.4	C19H19N7O6	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N	True	False	False	False	N=c1[nH]c(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1	441.1396813280001	441.4040000000001	C19H19N7O6	135398658
N2076	G08	5	633-66-9	Berberine Sulfate	433.43	C20H19NO8S	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.OS(=O)(=O)[O-]	True	False	False	False	COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2	336.1230344760899	336.36700000000013	C20H18NO4+	12457
N2077	G09	5	481-53-8	Tangeretin	372.38	C20H20O7	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC	True	False	False	False	COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1	372.1209029799999	372.3730000000001	C20H20O7	68077
N2080	G10	5	32449-98-2	Khasianine	721.44	C39H63NO11	O[C@@H]([C@H]1O)[C@H](O[C@@H](CO)[C@@H]1O[C@@H]([C@@H]([C@H]2O)O)O[C@@H](C)[C@@H]2O)O[C@@H]3CC4=CC[C@H]([C@@H]([C@@]4(C)CC3)CC5)[C@H](C6)[C@@]5(C)[C@@H]([C@@H]7C)[C@H]6O[C@]87NC[C@@H](C)CC8	True	False	False	False	CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C	721.4401118359999	721.9290000000001	C39H63NO11	73606
N2081	G11	5	20316-62-5	Tiliroside	594.52	C30H26O13	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)cc1)OCC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	594.137340892	594.5250000000005	C30H26O13	5320686
N2082	H01	5	51938-32-0	Schaftoside	564.49	C26H28O14	C1C(C(C(C(O1)C2=C(C(=C(C3=C2OC(=CC3=O)C4=CC=C(C=C4)O)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O)O	True	False	False	False	O=c1cc(-c2ccc(O)cc2)oc2c(C3OCC(O)C(O)C3O)c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12	564.1479055759997	564.4960000000003	C26H28O14	442658
N2083	H02	5	260413-62-5	Ligustroflavone	724.66	C33H40O18	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)OC6C(C(C(C(O6)C)O)O)O)O)O)O)O)O	True	False	False	False	CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	724.2214644400002	724.6650000000009	C33H40O18	10417462
N2085	H03	5	3081-61-6	L-Theanine	174.2	C7H14N2O3	CCNC(=O)CCC(C(=O)O)N	True	False	False	False	CCNC(=O)CCC(N)C(=O)O	174.100442308	174.2	C7H14N2O3	439378
N2086	H04	5	23696-28-8	Olaquindox	263.25	C12H13N3O4	CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO	True	False	False	False	Cc1c(C(=O)NCCO)[n+](=O)c2ccccc2n1[O-]	263.090605896	263.25299999999993	C12H13N3O4	71905
N2089	H05	5	15401-69-1	Berberrubine	321.33	C19H15NO4	O=C1C(OC)=CC=C2C=C3C4=CC5=C(OCO5)C=C4CCN3C=C21	True	False	False	False	COc1ccc2cc3n(cc-2c1=O)CCc1cc2c(cc1-3)OCO2	321.10010796000006	321.33200000000005	C19H15NO4	72703
N2109	H06	5	480-44-4	Acacetin	284.26	C16H12O5	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	True	False	False	False	COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1	284.068473484	284.26699999999994	C16H12O5	5280442
N2117	H07	5	6066-49-5	3-n-Butylphathlide	190.24	C12H14O2	CCCCC1C2=CC=CC=C2C(=O)O1	True	False	False	False	CCCCC1OC(=O)c2ccccc21	190.099379688	190.24199999999996	C12H14O2	61361
N2122	H08	5	105454-04-4	7-Epitaxol	853.91	C47H51NO14	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C	True	False	False	False	CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C	853.3309553120001	853.9180000000002	C47H51NO14	184492
N2123	H09	5	78432-77-6	Deacetyltaxol	811.87	C45H49NO13	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)O	True	False	False	False	CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C	811.3203906280002	811.8810000000003	C45H49NO13	155831
N2126	H10	5	537-42-8	Pterostilbene	256.3	C16H16O3	COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC	True	False	False	False	COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1	256.10994437200003	256.301	C16H16O3	5281727
N2130	H11	5	522-97-4	Tetrahydroberberine,THB	339.39	C20H21O4N	COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC	True	False	False	False	COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4	339.147058152	339.3910000000001	C20H21NO4	34458
N2133	A01	6	86639-52-3	7-Ethyl-10-hydroxycamptothecin	392.4	C22H20N2O5	CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O	True	False	False	False	CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	392.13722173999986	392.4110000000002	C22H20N2O5	104842
N2135	A02	6	303-45-7	Gossypol	518.55	C30H30O8	CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C	True	False	False	False	Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	518.19406792	518.5620000000002	C30H30O8	3503
N2151	A03	6	14259-55-3	Desacetyl asperulosidic acid	390.34	C16H22O11	C1=C(C2C(C1O)C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)CO	True	False	False	False	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CC(O)C12	390.1162115239999	390.3410000000001	C16H22O11	12315350
N2159	A04	6	22368-21-4	Eupatilin	344.32	C18H16O7	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)OC)O)OC	True	False	False	False	COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC	344.0896028519999	344.319	C18H16O7	5273755
N2172	A05	6	31721-94-5	5,7-dihydroxychromone	178.14	C9H6O4	C1=COC2=CC(=CC(=C2C1=O)O)O	True	False	False	False	O=c1ccoc2cc(O)cc(O)c12	178.026608672	178.14299999999997	C9H6O4	5281343
N2179	A06	6	17086-76-9	Cyasterone	520.65	C29H44O8	CC1C(C(OC1=O)C)CC(C(C)(C2CCC3(C2(CCC4C3=CC(=O)C5C4(CC(C(C5)O)O)C)C)O)O)O	True	False	False	False	CC1OC(=O)C(C)C1CC(O)C(C)(O)C1CCC2(O)C3=C(CCC12C)C1(C)CC(O)C(O)CC1C(=O)C3	520.3036183679999	520.6630000000004	C29H44O8	119444
N2182	A07	6	343-27-1	Harmine hydrochloride	248.71	C13H13ClN2O	CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC.Cl	True	False	False	False	COc1ccc2c(c1)[nH]c1c(C)nccc12	212.094963004	212.25199999999998	C13H12N2O	5359389
N2186	A08	6	53452-16-7	Vaccarin	726.2	C32H38O19	OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)C(C3=C(O)C(C(C=C(C4=CC=C(O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)C=C4)O6)=O)=C6C=C3O)O1	True	False	False	False	O=c1cc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(O)c12	726.2007289960001	726.6370000000004	C32H38O19	71307582
N2189	A09	6	6080-33-7	Sinomenine Hydrochloride	365.85	C19H24ClNO4	COC1=C(O)C([C@@](CC(C(OC)=C2)=O)(CC3)[C@@]2([H])C(N3C)C4)=C4C=C1.Cl	True	False	False	False	COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O	329.162708216	329.3960000000001	C19H23NO4	5464452
N2193	A10	6	112246-15-8	(R) Ginsenoside Rh2	622.87	C36H62O8	CC(=CCCC(C)(C1(CCC2(C1C(CC3C2CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)C)O)C	True	False	False	False	CC(C)=CCCC(C)(O)C1(C)CCC2(C)C3CCC4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CC(O)C21	622.4444689439999	622.8840000000004	C36H62O8	53420566
N2203	A11	6	31008-19-2	Fargesin	370.4	C21H22O6	COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C=C4)OCO5)OC	True	False	False	False	COc1ccc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)cc1OC	370.1416384239999	370.4010000000001	C21H22O6	10926754
N2205	B01	6	73069-14-4	2-Atractylenolide	232.32	C15H20O2	CC1=C2CC3C(=C)CCCC3(CC2OC1=O)C	True	False	False	False	C=C1CCCC2(C)Cc3oc(O)c(C)c3CC12	232.14632988	232.32299999999995	C15H20O2	14448070
N2206	B02	6	55481-88-4	Mollugin	284.31	C17H16O4	CC1(C=CC2=C(O1)C3=CC=CC=C3C(=C2C(=O)OC)O)C	True	False	False	False	COC(=O)c1c2c(c3ccccc3c1O)OC(C)(C)C=C2	284.104858992	284.311	C17H16O4	124219
N2210	B03	6	38395-02-7	caudatin	490.63	C28H42O7	CC(/C(C)=C([H])/C(O[C@]([C@]12C)([H])C[C@]3([H])[C@]4(CC[C@@](O)([H])CC4=CC[C@@]3(O)[C@@]2(O)CC[C@]1(O)C(C)=O)C)=O)C	True	False	False	False	CC(=O)C1(O)CCC2(O)C3(O)CC=C4CC(O)CCC4(C)C3CC(OC(=O)C=C(C)C(C)C)C12C	490.29305368399986	490.6370000000003	C28H42O7	21633059
N2224	B04	6	484-29-7	Dictamnine	199.21	C12H9NO2	COC1=C2C=COC2=NC3=CC=CC=C31	True	False	False	False	COc1c2ccccc2nc2occc12	199.063328528	199.209	C12H9NO2	68085
N2225	B05	6	10376-48-4	Shionone	426.72	C30H50O	CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC(C4)(C)CCC=C(C)C)C)C)C)C	True	False	False	False	CC(C)=CCCC1(C)CCC2(C)C3CCC4(C)C(C)C(=O)CCC4C3(C)CCC2(C)C1	426.38616622	426.72900000000027	C30H50O	12315507
N2226	B06	6	152743-19-6	Lysionotin	344.0	C18H16O7	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3O)OC)O)OC	True	False	False	False	COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)c(OC)c3o2)cc1	344.0896028519999	344.319	C18H16O7	160921
N2228	B07	6	16844-71-6	Epifriedelanol	428.73	C30H52O	CC1C(CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C)O	True	False	False	False	CC1C(O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C)CCC12C	428.40181628399995	428.7450000000003	C30H52O	119242
N2230	B08	6	17650-84-9	Kaempferol-3-rutinoside	594.52	C27H30O15	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O	True	False	False	False	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	594.1584702600001	594.5220000000005	C27H30O15	5318767
N2233	B09	6	2385-63-9	Liensinine Perchlorate	711.21	C37H42N2O6.2(HClO4)	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC.OCl(=O)(=O)=O	True	False	False	False	COc1cc2c(cc1OC)C(Cc1ccc(O)c(Oc3cc4c(cc3OC)CCN(C)C4Cc3ccc(O)cc3)c1)N(C)CC2	610.3042870640002	610.7510000000003	C37H42N2O6	121595908
N2235	B10	6	88182-33-6	Levistilide A	380.0	C24H28O4	O=C(O/C1=C\CCC)C2=C1CC[C@]3([H])[C@@]2([H])[C@@]45C(C(O/C4=C\CCC)=O)=C[C@]3(CC5)[H]	True	False	False	False	CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21	380.19875937599994	380.4840000000002	C24H28O4	70698035
N2237	B11	6	114482-86-9	Oroxin B	594.52	C27H30O15	OCC1O[C@@H](OC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](OC3=CC(OC(C4=CC=CC=C4)=CC5=O)=C5C(O)=C3O)O2)[C@H](O)[C@@H](O)[C@@H]1O	True	False	False	False	O=c1cc(-c2ccccc2)oc2cc(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(O)c(O)c12	594.15847026	594.5220000000005	C27H30O15	10077207
N2241	C01	6	162857-78-5	Polygalaxanthone III	568.39	C25H28O15	COC1=C(C=C2C(=C1)C(=O)C3=C(C(=C(C=C3O2)O)C4C(C(C(C(O4)COC5C(C(CO5)(CO)O)O)O)O)O)O)O	True	False	False	False	COc1cc2c(=O)c3c(O)c(C4OC(COC5OCC(O)(CO)C5O)C(O)C(O)C4O)c(O)cc3oc2cc1O	568.1428201959998	568.4840000000005	C25H28O15	11169063
N2250	C02	6	71486-22-1	Vinorelbine	778.93	C45H54N4O8	CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC	True	False	False	False	CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2	778.3941646880003	778.9470000000002	C45H54N4O8	5311497
N2256	C03	6	865-21-4	vinblastine	810.97	C46H58N4O9	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O	True	False	False	False	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1	810.4203794360004	810.9890000000001	C46H58N4O9	13342
N2258	C04	6	32854-75-4	Lannaconitine	584.64	C32H44N2O8	CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5(C6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C	True	False	False	False	CCN1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC	584.3097663679998	584.7100000000003	C32H44N2O8	3886
N2261	C05	6	21082-33-7	Orcinol glucoside	286.28	C13H18O7	CC1=CC(=CC(=C1)OC2C(C(C(C(O2)CO)O)O)O)O	True	False	False	False	Cc1cc(O)cc(OC2OC(CO)C(O)C(O)C2O)c1	286.105252916	286.28	C13H18O7	70700401
N2268	C06	6	1617-53-4	Amentoflavone	538.46	C30H18O10	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O	True	False	False	False	O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12	538.0899967759999	538.4640000000004	C30H18O10	5281600
N2270	C07	6	57420-46-9	8-O-Acetyl shanzhiside methyl ester	448.42	C19H28O12	CC(=O)OC1(CC(C2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O)C	True	False	False	False	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C(O)CC2(C)OC(C)=O	448.15807633599985	448.4210000000001	C19H28O12	162823
N2275	C08	6	130-86-9	Protopine	353.37	C20H19O5	CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3	True	False	False	False	CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3	353.1263227079999	353.3740000000001	C20H19NO5	4970
N2277	C09	6	35286-58-9	Ziyuglycoside I	766.96	C41H66O13	C[C@]1([H])CC[C@]2(C(O[C@@]3([H])[C@@](O)([H])[C@](O)([H])[C@@](O)([H])[C@@](O3)([H])CO)=O)CC[C@@]4(C([C@]2([H])[C@@]1(O)C)=CC[C@]5([H])[C@]6(CC[C@@](O[C@@]7([H])[C@@](O)([H])[C@](O)([H])[C@](O)([H])CO7)([H])C(C)([C@]6([H])CC[C@]54C)C)C)C	True	False	False	False	CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1(C)O	766.450342172	766.9660000000002	C41H66O13	71609288
N2278	C10	6	35286-59-0	Ziyuglycoside II	604.81	C35H56O8	C[C@]1([H])CC[C@]2(C(O)=O)CC[C@@]3(C([C@]2([H])[C@@]1(O)C)=CC[C@]4([H])[C@]5(CC[C@@](O[C@@]6([H])[C@@](O)([H])[C@](O)([H])[C@](O)([H])CO6)([H])C(C)([C@]5([H])CC[C@]43C)C)C)C	True	False	False	False	CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1(C)O	604.3975187519998	604.8249999999999	C35H56O8	71773126
N2282	C11	6	93-35-6	Umbelliferone	162.14	C9H6O3	C1=CC(=CC2=C1C=CC(=O)O2)O	True	False	False	False	O=c1ccc2ccc(O)cc2o1	162.031694052	162.14399999999998	C9H6O3	5281426
N2287	D01	6	578-74-5	Apigenin-7-O-β-D-glucopyranoside	432.38	C21H20O10	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O	True	False	False	False	O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	432.1056468399998	432.3810000000001	C21H20O10	5280704
N2297	D02	6	530-57-4	Syringic acid	198.18	C9H10O5	COC1=CC(=CC(=C1O)OC)C(=O)O	True	False	False	False	COc1cc(C(=O)O)cc(OC)c1O	198.05282342	198.17399999999998	C9H10O5	10742
N2309	D03	6	552-58-9	Eriodictyol	288.25	C15H12O6	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O	True	False	False	False	O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21	288.06338810399996	288.255	C15H12O6	440735
N2312	D04	6	1358-76-5	Koumine	306.4	C20H22N2O	CN1CC2(C3CC4C5=NC6=CC=CC=C6C52CC1C3CO4)C=C	True	False	False	False	C=CC12CN(C)C3CC14C(=Nc1ccccc14)C1CC2C3CO1	306.17321332399996	306.4090000000001	C20H22N2O	20056077
N2322	D05	6	474-07-7	Brazilin	286.3	C16H14 O5	C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4)O)O)O)O	True	False	False	False	Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21	286.084123548	286.28299999999996	C16H14O5	73384
N2324	D06	6	85643-19-2	Curculigoside	466.44	C22H26O11	COC1=C(C(=CC=C1)OC)C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O	True	False	False	False	COc1cccc(OC)c1C(=O)OCc1cc(O)ccc1OC1OC(CO)C(O)C(O)C1O	466.1475116519998	466.4390000000001	C22H26O11	158845
N2328	D07	6	120-08-1	Scoparone	206.2	C11H10O4	COC1=C(C=C2C(=C1)C=CC(=O)O2)OC	True	False	False	False	COc1cc2ccc(=O)oc2cc1OC	206.0579088	206.19699999999995	C11H10O4	8417
N2333	D08	6	553-21-9	Costundide	711.21	C15H20O2	COC1=CC2=C([C@@H](CC3=CC=C(O)C(OC4=CC([C@@H](CC5=CC=C(O)C=C5)N(C)CC6)=C6C=C4OC)=C3)N(C)CC2)C=C1OC.OCl(=O)(=O)=O	True	False	False	False	COc1cc2c(cc1OC)C(Cc1ccc(O)c(Oc3cc4c(cc3OC)CCN(C)C4Cc3ccc(O)cc3)c1)N(C)CC2	610.304287064	610.7510000000002	C37H42N2O6	5281437
N2334	D09	6	477-43-0	Dehydrocostus Lactone	230.3	C15H18O2	C=C1CCC2C(C3C1CCC3=C)OC(=O)C2=C	True	False	False	False	C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12	230.130679816	230.3069999999999	C15H18O2	73174
N2337	D10	6	87-52-5	Gramine	174.24	C11H14N2	CN(C)CC1=CNC2=CC=CC=C21	True	False	False	False	CN(C)Cc1c[nH]c2ccccc12	174.115698448	174.24699999999999	C11H14N2	6890
N2355	D11	6	18449-41-7	Madecassic acid	504.7	C30H48O6	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O	True	False	False	False	CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C	504.3450892559998	504.70800000000025	C30H48O6	73412
N2371	E01	6	10236-47-2	Naringin	580.53	C27H32O14	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O	True	False	False	False	CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O	580.1792057039999	580.5390000000006	C27H32O14	442428
N2379	E02	6	"	58-08-2"	Caffeine	194.19	C8H10N4O2	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	True	False	False	False	Cn1c(=O)c2c(ncn2C)n(C)c1=O	194.08037556	194.194	C8H10N4O2	2519
N2381	E03	6	63492-69-3	Lithospermoside	329.11	C14H19NO8	C1=CC(=CC#N)C(C(C1O)O)OC2C(C(C(C(O2)CO)O)O)O	True	False	False	False	N#CC=C1C=CC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	329.11106656799996	329.30500000000006	C14H19NO8	10065132
N2386	E04	6	5945-50-6	Monotropein	390.34	C16H22O11	C1=CC(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)(CO)O	True	False	False	False	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C=CC2(O)CO	390.1162115239999	390.34100000000007	C16H22O11	73466
N2399	E05	6	7770-78-7	Arctigenin	372.41	C21H24O6	COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC	True	False	False	False	COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O	372.1572884879999	372.4170000000001	C21H24O6	64981
N2400	E06	6	23599-69-1	Norisoboldine	313.35	C18H19NO4	COC1=C(C2=C3C(CC4=CC(=C(C=C42)OC)O)NCCC3=C1)O	True	False	False	False	COc1cc2c(cc1O)CC1NCCc3cc(OC)c(O)c-2c31	313.131408088	313.35300000000007	C18H19NO4	14539911
N2403	E07	6	146501-37-3	Complanatoside A	624.54	C28H32O18	COC1=CC(=C2C(=C1)OC(=C(C2=O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)O	True	False	False	False	COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)oc2c1	624.1690349439999	624.5480000000005	C28H32O16	101682254
N2406	E08	6	2586-96-1	Liensinine	610.3	C37H42N2O6	COC1=C(OC2=C(O)C=CC(C[C@H]3N(C)CCC4=C3C=C(OC)C(OC)=C4)=C2)C=C([C@@H](CC5=CC=C(O)C=C5)N(C)CC6)C6=C1	True	False	False	False	COc1cc2c(cc1OC)C(Cc1ccc(O)c(Oc3cc4c(cc3OC)CCN(C)C4Cc3ccc(O)cc3)c1)N(C)CC2	610.3042870639999	610.7510000000001	C37H42N2O6	160644
N2408	E09	6	6902-77-8	Genipin	226.23	C11H14O5	COC(=O)C1=COC(C2C1CC=C2CO)O	True	False	False	False	COC(=O)C1=COC(O)C2C(CO)=CCC12	226.084123548	226.22799999999998	C11H14O5	442424
